serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DARYJVCF3,09/13/2016 12:00:00 AM,LEMONADE,96,A,1,ROUTINE INSPECTION,EE0000122,500 WORLD WAY #5A,LOS ANGELES,FA0065653,CA,90045,OW0009036,"CREWS OF CALIFORNIA, INC",RESTAURANT (61-150) SEATS HIGH RISK,1638,LEMONADE,ACTIVE,PR0009104
DANQGX4WL,09/13/2016 12:00:00 AM,TOP TIER TREATS,93,A,1,ROUTINE INSPECTION,EE0000338,11511 W PICO BLVD,LOS ANGELES,FA0031155,CA,90064,OW0017357,JAMAICA'S CAKES INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOP TIER TREATS,ACTIVE,PR0016732
DAIV0UUMD,09/13/2016 12:00:00 AM,EAST WEST CAFE,93,A,1,ROUTINE INSPECTION,EE0000721,404 S FIGUEROA ST STE #402,LOS ANGELES,FA0063413,CA,90071,OW0035097,"TASU, FLORIN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,EAST WEST CAFE,INACTIVE,PR0032440
DA0LO7DDT,09/13/2016 12:00:00 AM,WAKO DONKASU INC,96,A,1,ROUTINE INSPECTION,EE0000699,3377 WILSHIRE BLVD # 112,LOS ANGELES,FA0175001,CA,90010,OW0181608,WAKO DONKASU INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,WAKO DONKASU INC,ACTIVE,PR0168090
DAETR4TXP,09/13/2016 12:00:00 AM,LA SASHIMI,90,A,1,ROUTINE INSPECTION,EE0000946,2707 W 8TH ST,LOS ANGELES,FA0065324,CA,90005,OW0026145,"NO, MI YOUN",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA SASHIMI,ACTIVE,PR0019152
DAV331AI6,09/13/2016 12:00:00 AM,7 STAR COFFEE,92,A,1,ROUTINE INSPECTION,EE0000721,421 W 7TH ST,LOS ANGELES,FA0003703,CA,90014,OW0019870,"KOO, AH-MEIN",RESTAURANT (0-30) SEATS LOW RISK,1630,7 STAR COFFEE,INACTIVE,PR0029293
DAHBP9IFI,09/13/2016 12:00:00 AM,M.A.D COOKIN,82,B,1,ROUTINE INSPECTION,EE0000660,7001 CENTRAL AVE,LOS ANGELES,FA0224873,CA,90052,OW0229356,LAKESHIA VASHON COMBS,RESTAURANT (151 + ) SEATS HIGH RISK,1641,M.A.D COOKIN,INACTIVE,PR0180152
DAA2KLJU5,09/13/2016 12:00:00 AM,VESPAIO,90,A,1,ROUTINE INSPECTION,EE0000721,225 S GRAND AVE,LOS ANGELES,FA0179269,CA,90012,OW0184850,"AGO GRAND, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,VESPAIO,ACTIVE,PR0172848
DAHLGCPSF,09/13/2016 12:00:00 AM,BEVERLY SOON TOFU,95,A,1,ROUTINE INSPECTION,EE0000884,2717 W OLYMPIC BLVD 108,LOS ANGELES,FA0144651,CA,90006,OW0107438,SUNG YI,RESTAURANT (31-60) SEATS HIGH RISK,1635,BEVERLY SOON TOFU,ACTIVE,PR0130740
DA0NQB3PD,09/13/2016 12:00:00 AM,TAKE 5,93,A,1,ROUTINE INSPECTION,EE0000721,404 S FIGUEROA ST LVL E,LOS ANGELES,FA0036297,CA,90071,OW0016394,HOTEL BONAVENTURE LTD PARTNE,RESTAURANT (31-60) SEATS MODERATE RISK,1634,TAKE 5,ACTIVE,PR0025409
DAMYQLK4L,09/13/2016 12:00:00 AM,SUBWAY #7153,91,A,1,ROUTINE INSPECTION,EE0000721,404 S FIGUEROA ST STE 608,LOS ANGELES,FA0034882,CA,90071,OW0031428,SAMRA IQBAL S.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SUBWAY #7153,ACTIVE,PR0037942
DAVOSXDIX,09/13/2016 12:00:00 AM,TACO FIESTA,94,A,1,ROUTINE INSPECTION,EE0000923,4501 N FIGUEROA ST,LOS ANGELES,FA0050830,CA,90042,OW0033110,"SIRIKULBUT, SUVIT",RESTAURANT (0-30) SEATS HIGH RISK,1632,TACO FIESTA,ACTIVE,PR0023810
DAW53VQJQ,09/13/2016 12:00:00 AM,THE FACE SHOP,81,B,1,ROUTINE INSPECTION,EE0000869,621 S WESTERN AVE G01,LOS ANGELES,FA0137375,CA,90005,OW0100302,CHOCOLATE CHAIR INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE FACE SHOP,ACTIVE,PR0121369
DAQABMOS3,09/13/2016 12:00:00 AM,SPACE E UM,92,A,1,ROUTINE INSPECTION,EE0000946,3020 WILSHIRE BLVD #100,LOS ANGELES,FA0163212,CA,90010,OW0126878,SPACE E UM INC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,SPACE E UM,ACTIVE,PR0151400
DA1RWD0XP,09/13/2016 12:00:00 AM,GATEWAY NEWSTAND,98,A,1,ROUTINE INSPECTION,EE0000835,6801 HOLLYWOOD BLVD STE 159,LOS ANGELES,FA0014830,CA,90028,OW0019399,"KIM, LAURA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,GATEWAY NEWSTAND,ACTIVE,PR0032730
DAQN7BPQV,09/13/2016 12:00:00 AM,CARNITAS URUAPAN - MARKET & BAKERY,90,A,1,ROUTINE INSPECTION,EE0000740,2102 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0158671,CA,90033,OW0123723,THE DRAWDE TOWER CORPORATION,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,CARNITAS URUAPAN MARKET AND BAKERY,INACTIVE,PR0146749
DAEF2N4B7,09/13/2016 12:00:00 AM,FRIDAS TACOS,95,A,1,ROUTINE INSPECTION,EE0000951,7217 MELROSE AVE,LOS ANGELES,FA0024078,CA,90046,OW0012958,"FRIDA MELROSE, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,FRIDA TACOS,INACTIVE,PR0032274
DAVLHQ00D,09/13/2016 12:00:00 AM,PEARL'S FINEST TEAS,96,A,1,ROUTINE INSPECTION,EE0000951,523 N FAIRFAX AVE,LOS ANGELES,FA0230684,CA,90048,OW0234791,"PEARL'S FINEST TEAS, INC",RESTAURANT (0-30) SEATS LOW RISK,1630,PEARL'S FINEST TEAS,ACTIVE,PR0186031
DAC8328O2,09/13/2016 12:00:00 AM,MUDDY PAW COFFEE,94,A,1,ROUTINE INSPECTION,EE0000904,3320 SUNSET BLVD,LOS ANGELES,FA0158875,CA,90026,OW0123922,DAREN LA BORIE MLEJNEK,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MUDDY PAW COFFEE,ACTIVE,PR0146957
DAUCJPI9M,09/13/2016 12:00:00 AM,BUCHUN GAMJATANG RESTAURANT,90,A,1,ROUTINE INSPECTION,EE0000946,3055 W 7TH ST,LOS ANGELES,FA0177880,CA,90005,OW0183767,921 STREET INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,BUCHUN GAMJATANG RESTAURANT,ACTIVE,PR0170954
DAXRDE3ZS,09/13/2016 12:00:00 AM,EL POLLO LOCO #5919,92,A,1,ROUTINE INSPECTION,EE0001025,5800 S VERMONT AVE,LOS ANGELES,FA0012479,CA,90037,OW0010868,"EL POLLO LOCO, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL POLLO LOCO #5919,ACTIVE,PR0023138
DAFSSHNNL,09/13/2016 12:00:00 AM,CRYSTAL CAFE,90,A,1,ROUTINE INSPECTION,EE0000699,3500 W 6TH ST STE #321,LOS ANGELES,FA0010340,CA,90005,OW0009137,CRYSTAL SPA AND SAUNA OF L.A,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CRYSTAL CAFE,ACTIVE,PR0037360
DAOGBTOKS,09/13/2016 12:00:00 AM,CICCERO'S PIZZA,92,A,1,ROUTINE INSPECTION,EE0000338,11651 W PICO BLVD,LOS ANGELES,FA0015350,CA,90064,OW0037077,"VAKILI, MOHAMMD",RESTAURANT (0-30) SEATS HIGH RISK,1632,CICCERO'S PIZZA,ACTIVE,PR0034722
DA1QZBJ5H,09/13/2016 12:00:00 AM,ANDREAS COFFE SHOP,94,A,1,ROUTINE INSPECTION,EE0000828,5870 MELROSE AVE # 106,LOS ANGELES,FA0203644,CA,90038,OW0208793,JOSE CARLOS SERRANO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,ANDREAS COFFE SHOP,ACTIVE,PR0176024
DAYZHVOCQ,09/13/2016 12:00:00 AM,LOS LAGOS,94,A,1,ROUTINE INSPECTION,EE0000557,4310 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0037098,CA,90022,OW0022294,LOS LAGOS FOODS ENTERPRISES,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOS LAGOS,ACTIVE,PR0000844
DAFAHNRM4,09/13/2016 12:00:00 AM,UBATUBA ACAI KOREATOWN,95,A,1,ROUTINE INSPECTION,EE0000869,549 S WESTERN AVE,LOS ANGELES,FA0159513,CA,90020,OW0124526,UBATUBA ACAI KOREATOWN LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,UBATUBA ACAI KOREATOWN,ACTIVE,PR0147576
DAJND0L9I,09/13/2016 12:00:00 AM,TERE'S MEXICAN GRILL,92,A,1,ROUTINE INSPECTION,EE0000828,5870 W MELROSE AVE 101,LOS ANGELES,FA0072029,CA,90004,OW0012659,GALLO NEGRA CORPORATION,RESTAURANT (31-60) SEATS HIGH RISK,1635,TERE'S MEXICAN GRILL,ACTIVE,PR0045116
DAX2X406T,09/13/2016 12:00:00 AM,SHAKEYS PIZZA PARLOR #1,94,A,1,ROUTINE INSPECTION,EE0000822,7001 SANTA MONICA BLVD,LOS ANGELES,FA0070339,CA,90038,OW0031994,"SCO, LLC SHAKEY'S PIZZA",RESTAURANT (61-150) SEATS HIGH RISK,1638,SHAKEYS PIZZA PARLOR #1,ACTIVE,PR0017786
DAUAOIYHP,09/13/2016 12:00:00 AM,RITE AID #6383,96,A,1,ROUTINE INSPECTION,EE0000721,600 W 7TH ST,LOS ANGELES,FA0046478,CA,90017,OW0035897,"THRIFTY PAYLESS, INC","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,RITE AID #6383,ACTIVE,PR0037672
DAMUUOXQB,09/13/2016 12:00:00 AM,LOYOLA LAW SCHOOL CAFETERIA,91,A,1,ROUTINE INSPECTION,EE0000660,919 ALBANY ST,LOS ANGELES,FA0174810,CA,90015,OW0181442,SODEXO MAGIC LLC,RESTAURANT (61-150) SEATS MODERATE RISK,1637,LOYOLA LAW SCHOOL CAFETERIA,ACTIVE,PR0167861
DA45FYEFH,09/13/2016 12:00:00 AM,LA LUPITA RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000740,2211 E CESAR E CHAVEZ AVE,LOS ANGELES,FA0034638,CA,90033,OW0007262,"CHAVEZ, SYLVIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,LA LUPITA RESTAURANT,ACTIVE,PR0036805
DAXIROXTY,09/13/2016 12:00:00 AM,EL BARON,93,A,1,ROUTINE INSPECTION,EE0000884,2757 W PICO BLVD,LOS ANGELES,FA0012133,CA,90006,OW0027306,"PALACIOS, MARTA ALICIA ALAS",RESTAURANT (0-30) SEATS HIGH RISK,1632,EL BARON,ACTIVE,PR0009926
DA3CGL85E,09/13/2016 12:00:00 AM,THE APPLE PAN,95,A,1,ROUTINE INSPECTION,EE0000684,10801 W PICO BLVD,LOS ANGELES,FA0051612,CA,90064,OW0035434,THE APPLE PAN CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,THE APPLE PAN,ACTIVE,PR0005301
